metering_point_id,energy_type,timestamp,value_kwh
community_consumption,consumption,2025-01-01T00:00:00,11.394
community_consumption,consumption,2025-01-01T00:15:00,5.25
community_consumption,consumption,2025-01-01T00:30:00,7.75
community_consumption,consumption,2025-01-01T00:45:00,7.233
community_consumption,consumption,2025-01-01T01:00:00,12.366
community_consumption,consumption,2025-01-01T01:15:00,11.769
community_consumption,consumption,2025-01-01T01:30:00,13.927
community_consumption,consumption,2025-01-01T01:45:00,5.88
community_consumption,consumption,2025-01-01T02:00:00,9.24
community_consumption,consumption,2025-01-01T02:15:00,5.339
community_consumption,consumption,2025-01-01T02:30:00,7.264
community_consumption,consumption,2025-01-01T02:45:00,10.196
community_consumption,consumption,2025-01-01T03:00:00,5.519
community_consumption,consumption,2025-01-01T03:15:00,7.426
community_consumption,consumption,2025-01-01T03:30:00,12.231
community_consumption,consumption,2025-01-01T03:45:00,11.639
community_consumption,consumption,2025-01-01T04:00:00,9.075
community_consumption,consumption,2025-01-01T04:15:00,13.745
community_consumption,consumption,2025-01-01T04:30:00,17.31
community_consumption,consumption,2025-01-01T04:45:00,11.104
community_consumption,consumption,2025-01-01T05:00:00,21.443
community_consumption,consumption,2025-01-01T05:15:00,23.264
community_consumption,consumption,2025-01-01T05:30:00,23.118
community_consumption,consumption,2025-01-01T05:45:00,25.157
community_consumption,consumption,2025-01-01T06:00:00,37.363
community_consumption,consumption,2025-01-01T06:15:00,35.431
community_consumption,consumption,2025-01-01T06:30:00,37.079
community_consumption,consumption,2025-01-01T06:45:00,40.72
community_consumption,consumption,2025-01-01T07:00:00,51.051
community_consumption,consumption,2025-01-01T07:15:00,50.417
community_consumption,consumption,2025-01-01T07:30:00,53.071
community_consumption,consumption,2025-01-01T07:45:00,51.677
community_consumption,consumption,2025-01-01T08:00:00,47.939
community_consumption,consumption,2025-01-01T08:15:00,49.484
community_consumption,consumption,2025-01-01T08:30:00,39.937
community_consumption,consumption,2025-01-01T08:45:00,37.586
community_consumption,consumption,2025-01-01T09:00:00,36.085
community_consumption,consumption,2025-01-01T09:15:00,29.787
community_consumption,consumption,2025-01-01T09:30:00,28.332
community_consumption,consumption,2025-01-01T09:45:00,22.056
community_consumption,consumption,2025-01-01T10:00:00,20.43
community_consumption,consumption,2025-01-01T10:15:00,11.498
community_consumption,consumption,2025-01-01T10:30:00,11.495
community_consumption,consumption,2025-01-01T10:45:00,10.747
community_consumption,consumption,2025-01-01T11:00:00,7.67
community_consumption,consumption,2025-01-01T11:15:00,8.52
community_consumption,consumption,2025-01-01T11:30:00,6.748
community_consumption,consumption,2025-01-01T11:45:00,8.227
community_consumption,consumption,2025-01-01T12:00:00,11.627
community_consumption,consumption,2025-01-01T12:15:00,8.821
community_consumption,consumption,2025-01-01T12:30:00,8.832
community_consumption,consumption,2025-01-01T12:45:00,7.225
community_consumption,consumption,2025-01-01T13:00:00,7.839
community_consumption,consumption,2025-01-01T13:15:00,14.619
community_consumption,consumption,2025-01-01T13:30:00,11.873
community_consumption,consumption,2025-01-01T13:45:00,11.7
community_consumption,consumption,2025-01-01T14:00:00,7.643
community_consumption,consumption,2025-01-01T14:15:00,13.688
community_consumption,consumption,2025-01-01T14:30:00,8.687
community_consumption,consumption,2025-01-01T14:45:00,11.751
community_consumption,consumption,2025-01-01T15:00:00,19.064
community_consumption,consumption,2025-01-01T15:15:00,17.158
community_consumption,consumption,2025-01-01T15:30:00,18.358
community_consumption,consumption,2025-01-01T15:45:00,22.165
community_consumption,consumption,2025-01-01T16:00:00,26.816
community_consumption,consumption,2025-01-01T16:15:00,29.772
community_consumption,consumption,2025-01-01T16:30:00,28.462
community_consumption,consumption,2025-01-01T16:45:00,31.127
community_consumption,consumption,2025-01-01T17:00:00,38.96
community_consumption,consumption,2025-01-01T17:15:00,43.692
community_consumption,consumption,2025-01-01T17:30:00,48.347
community_consumption,consumption,2025-01-01T17:45:00,60.673
community_consumption,consumption,2025-01-01T18:00:00,64.553
community_consumption,consumption,2025-01-01T18:15:00,62.777
community_consumption,consumption,2025-01-01T18:30:00,69.106
community_consumption,consumption,2025-01-01T18:45:00,68.335
community_consumption,consumption,2025-01-01T19:00:00,74.145
community_consumption,consumption,2025-01-01T19:15:00,68.967
community_consumption,consumption,2025-01-01T19:30:00,65.2
community_consumption,consumption,2025-01-01T19:45:00,62.097
community_consumption,consumption,2025-01-01T20:00:00,61.403
community_consumption,consumption,2025-01-01T20:15:00,53.871
community_consumption,consumption,2025-01-01T20:30:00,52.083
community_consumption,consumption,2025-01-01T20:45:00,49.993
community_consumption,consumption,2025-01-01T21:00:00,39.799
community_consumption,consumption,2025-01-01T21:15:00,32.999
community_consumption,consumption,2025-01-01T21:30:00,36.147
community_consumption,consumption,2025-01-01T21:45:00,27.107
community_consumption,consumption,2025-01-01T22:00:00,19.297
community_consumption,consumption,2025-01-01T22:15:00,15.79
community_consumption,consumption,2025-01-01T22:30:00,13.885
community_consumption,consumption,2025-01-01T22:45:00,17.032
community_consumption,consumption,2025-01-01T23:00:00,17.09
community_consumption,consumption,2025-01-01T23:15:00,12.178
community_consumption,consumption,2025-01-01T23:30:00,7.688
community_consumption,consumption,2025-01-01T23:45:00,10.213
community_consumption,consumption,2025-01-02T00:00:00,14.961
community_consumption,consumption,2025-01-02T00:15:00,10.291
community_consumption,consumption,2025-01-02T00:30:00,14.711
community_consumption,consumption,2025-01-02T00:45:00,13.608
community_consumption,consumption,2025-01-02T01:00:00,5.116
community_consumption,consumption,2025-01-02T01:15:00,12.21
community_consumption,consumption,2025-01-02T01:30:00,11.822
community_consumption,consumption,2025-01-02T01:45:00,10.38
community_consumption,consumption,2025-01-02T02:00:00,7.689
community_consumption,consumption,2025-01-02T02:15:00,11.45
community_consumption,consumption,2025-01-02T02:30:00,6.193
community_consumption,consumption,2025-01-02T02:45:00,9.49
community_consumption,consumption,2025-01-02T03:00:00,9.79
community_consumption,consumption,2025-01-02T03:15:00,14.976
community_consumption,consumption,2025-01-02T03:30:00,14.491
community_consumption,consumption,2025-01-02T03:45:00,8.823
community_consumption,consumption,2025-01-02T04:00:00,11.877
community_consumption,consumption,2025-01-02T04:15:00,9.639
community_consumption,consumption,2025-01-02T04:30:00,18.342
community_consumption,consumption,2025-01-02T04:45:00,19.744
community_consumption,consumption,2025-01-02T05:00:00,16.369
community_consumption,consumption,2025-01-02T05:15:00,22.672
community_consumption,consumption,2025-01-02T05:30:00,25.805
community_consumption,consumption,2025-01-02T05:45:00,25.13
community_consumption,consumption,2025-01-02T06:00:00,35.416
community_consumption,consumption,2025-01-02T06:15:00,37.459
community_consumption,consumption,2025-01-02T06:30:00,43.938
community_consumption,consumption,2025-01-02T06:45:00,45.056
community_consumption,consumption,2025-01-02T07:00:00,42.582
community_consumption,consumption,2025-01-02T07:15:00,47.621
community_consumption,consumption,2025-01-02T07:30:00,45.195
community_consumption,consumption,2025-01-02T07:45:00,53.671
community_consumption,consumption,2025-01-02T08:00:00,51.364
community_consumption,consumption,2025-01-02T08:15:00,48.069
community_consumption,consumption,2025-01-02T08:30:00,39.227
community_consumption,consumption,2025-01-02T08:45:00,32.645
community_consumption,consumption,2025-01-02T09:00:00,36.571
community_consumption,consumption,2025-01-02T09:15:00,33.071
community_consumption,consumption,2025-01-02T09:30:00,20.572
community_consumption,consumption,2025-01-02T09:45:00,21.142
community_consumption,consumption,2025-01-02T10:00:00,14.077
community_consumption,consumption,2025-01-02T10:15:00,18.645
community_consumption,consumption,2025-01-02T10:30:00,16.875
community_consumption,consumption,2025-01-02T10:45:00,9.137
community_consumption,consumption,2025-01-02T11:00:00,11.625
community_consumption,consumption,2025-01-02T11:15:00,11.69
community_consumption,consumption,2025-01-02T11:30:00,8.388
community_consumption,consumption,2025-01-02T11:45:00,14.171
community_consumption,consumption,2025-01-02T12:00:00,9.502
community_consumption,consumption,2025-01-02T12:15:00,7.29
community_consumption,consumption,2025-01-02T12:30:00,10.523
community_consumption,consumption,2025-01-02T12:45:00,12.429
community_consumption,consumption,2025-01-02T13:00:00,7.181
community_consumption,consumption,2025-01-02T13:15:00,8.37
community_consumption,consumption,2025-01-02T13:30:00,15.344
community_consumption,consumption,2025-01-02T13:45:00,12.108
community_consumption,consumption,2025-01-02T14:00:00,10.312
community_consumption,consumption,2025-01-02T14:15:00,11.573
community_consumption,consumption,2025-01-02T14:30:00,8.263
community_consumption,consumption,2025-01-02T14:45:00,10.203
community_consumption,consumption,2025-01-02T15:00:00,12.55
community_consumption,consumption,2025-01-02T15:15:00,16.641
community_consumption,consumption,2025-01-02T15:30:00,15.09
community_consumption,consumption,2025-01-02T15:45:00,17.521
community_consumption,consumption,2025-01-02T16:00:00,19.098
community_consumption,consumption,2025-01-02T16:15:00,28.323
community_consumption,consumption,2025-01-02T16:30:00,28.461
community_consumption,consumption,2025-01-02T16:45:00,39.86
community_consumption,consumption,2025-01-02T17:00:00,44.401
community_consumption,consumption,2025-01-02T17:15:00,41.723
community_consumption,consumption,2025-01-02T17:30:00,48.617
community_consumption,consumption,2025-01-02T17:45:00,57.934
community_consumption,consumption,2025-01-02T18:00:00,57.931
community_consumption,consumption,2025-01-02T18:15:00,60.954
community_consumption,consumption,2025-01-02T18:30:00,71.907
community_consumption,consumption,2025-01-02T18:45:00,70.089
community_consumption,consumption,2025-01-02T19:00:00,69.727
community_consumption,consumption,2025-01-02T19:15:00,72.224
community_consumption,consumption,2025-01-02T19:30:00,70.626
community_consumption,consumption,2025-01-02T19:45:00,61.535
community_consumption,consumption,2025-01-02T20:00:00,56.758
community_consumption,consumption,2025-01-02T20:15:00,55.554
community_consumption,consumption,2025-01-02T20:30:00,50.473
community_consumption,consumption,2025-01-02T20:45:00,45.685
community_consumption,consumption,2025-01-02T21:00:00,43.096
community_consumption,consumption,2025-01-02T21:15:00,37.539
community_consumption,consumption,2025-01-02T21:30:00,36.014
community_consumption,consumption,2025-01-02T21:45:00,22.996
community_consumption,consumption,2025-01-02T22:00:00,22.414
community_consumption,consumption,2025-01-02T22:15:00,18.711
community_consumption,consumption,2025-01-02T22:30:00,21.405
community_consumption,consumption,2025-01-02T22:45:00,13.245
community_consumption,consumption,2025-01-02T23:00:00,11.071
community_consumption,consumption,2025-01-02T23:15:00,12.442
community_consumption,consumption,2025-01-02T23:30:00,11.272
community_consumption,consumption,2025-01-02T23:45:00,9.182
community_consumption,consumption,2025-01-03T00:00:00,7.498
community_consumption,consumption,2025-01-03T00:15:00,14.233
community_consumption,consumption,2025-01-03T00:30:00,9.431
community_consumption,consumption,2025-01-03T00:45:00,13.614
community_consumption,consumption,2025-01-03T01:00:00,10.504
community_consumption,consumption,2025-01-03T01:15:00,5.508
community_consumption,consumption,2025-01-03T01:30:00,14.998
community_consumption,consumption,2025-01-03T01:45:00,13.371
community_consumption,consumption,2025-01-03T02:00:00,14.711
community_consumption,consumption,2025-01-03T02:15:00,14.304
community_consumption,consumption,2025-01-03T02:30:00,13.564
community_consumption,consumption,2025-01-03T02:45:00,6.805
community_consumption,consumption,2025-01-03T03:00:00,10.11
community_consumption,consumption,2025-01-03T03:15:00,7.575
community_consumption,consumption,2025-01-03T03:30:00,9.743
community_consumption,consumption,2025-01-03T03:45:00,6.776
community_consumption,consumption,2025-01-03T04:00:00,10.661
community_consumption,consumption,2025-01-03T04:15:00,17.706
community_consumption,consumption,2025-01-03T04:30:00,11.868
